row_id,team1_name,team2_name,Prediction,PredictedLabel
0,Akron,Alabama,0.4179837107658386,0
1,Akron,Arizona,0.12205750495195389,0
2,Akron,Arkansas,0.19275085628032684,0
3,Akron,Auburn,0.1228160560131073,0
4,Akron,Baylor,0.11921431869268417,0
5,Akron,Boise State,0.4229980409145355,0
6,Akron,Bryant,0.3317357003688812,0
7,Akron,Chattanooga,0.5687580108642578,1
8,Akron,Colgate,0.37008222937583923,0
9,Akron,Colorado State,0.37367555499076843,0
10,Akron,UConn,0.2844148576259613,0
11,Akron,Creighton,0.44282346963882446,0
12,Akron,CSU Fullerton,0.4564174711704254,0
13,Akron,Davidson,0.4327750504016876,0
14,Akron,Delaware,0.5597578883171082,1
15,Akron,Duke,0.0811687558889389,0
16,Akron,Georgia State,0.3994252681732178,0
17,Akron,Gonzaga,0.1268816441297531,0
18,Akron,Houston,0.15795442461967468,0
19,Akron,Illinois,0.25272753834724426,0
20,Akron,Indiana,0.4603973925113678,0
21,Akron,Iowa,0.10777679830789566,0
22,Akron,Iowa State,0.35317039489746094,0
23,Akron,Jacksonville State,0.6279405951499939,1
24,Akron,Kansas,0.11981247365474701,0
25,Akron,Kentucky,0.13719652593135834,0
26,Akron,Longwood,0.5861502289772034,1
27,Akron,Loyola Chicago,0.27227723598480225,0
28,Akron,LSU,0.17345190048217773,0
29,Akron,Marquette,0.35993334650993347,0
30,Akron,Memphis,0.22313156723976135,0
31,Akron,Miami,0.24799466133117676,0
32,Akron,Michigan,0.3355935215950012,0
33,Akron,Michigan State,0.3362029194831848,0
34,Akron,Montana State,0.42569103837013245,0
35,Akron,Murray State,0.28344765305519104,0
36,Akron,New Mexico State,0.5314630270004272,1
37,Akron,Norfolk State,0.6301243901252747,1
38,Akron,North Carolina,0.19379588961601257,0
39,Akron,Notre Dame,0.2471005767583847,0
40,Akron,Ohio State,0.21612253785133362,0
41,Akron,Providence,0.28641805052757263,0
42,Akron,Purdue,0.1650552898645401,0
43,Akron,Richmond,0.5061830878257751,1
44,Akron,Rutgers,0.2895829677581787,0
45,Akron,South Dakota State,0.28723761439323425,0
46,Akron,San Diego State,0.32892218232154846,0
47,Akron,San Francisco,0.4038682281970978,0
48,Akron,Seton Hall,0.3425562083721161,0
49,Akron,Saint Mary's,0.28430452942848206,0
50,Akron,Saint Peter's,0.3990306854248047,0
51,Akron,Texas A&M-CC,0.6686761379241943,1
52,Akron,TCU,0.3602867126464844,0
53,Akron,Tennessee,0.1106373518705368,0
54,Akron,Texas,0.21557305753231049,0
55,Akron,Texas Tech,0.15681076049804688,0
56,Akron,Texas Southern,0.6495569944381714,1
57,Akron,UAB,0.32434624433517456,0
58,Akron,UCLA,0.23202449083328247,0
59,Akron,USC,0.46509644389152527,0
60,Akron,Vermont,0.2869511842727661,0
61,Akron,Villanova,0.19825081527233124,0
62,Akron,Virginia Tech,0.17231200635433197,0
63,Akron,Wisconsin,0.22926609218120575,0
64,Akron,Wright State,0.4480321407318115,0
65,Akron,Wyoming,0.48219403624534607,0
66,Akron,Yale,0.5250309705734253,1
67,Alabama,Arizona,0.13227108120918274,0
68,Alabama,Arkansas,0.2259865552186966,0
69,Alabama,Auburn,0.15470628440380096,0
70,Alabama,Baylor,0.1863894909620285,0
71,Alabama,Boise State,0.42454373836517334,0
72,Alabama,Bryant,0.516657292842865,1
73,Alabama,Chattanooga,0.5858278274536133,1
74,Alabama,Colgate,0.398420125246048,0
75,Alabama,Colorado State,0.308806449174881,0
76,Alabama,UConn,0.2598462998867035,0
77,Alabama,Creighton,0.3546259105205536,0
78,Alabama,CSU Fullerton,0.5119368433952332,1
79,Alabama,Davidson,0.3168264627456665,0
80,Alabama,Delaware,0.5256669521331787,1
81,Alabama,Duke,0.15089906752109528,0
82,Alabama,Georgia State,0.4612824618816376,0
83,Alabama,Gonzaga,0.2157139629125595,0
84,Alabama,Houston,0.19724558293819427,0
85,Alabama,Illinois,0.29203832149505615,0
86,Alabama,Indiana,0.5588922500610352,1
87,Alabama,Iowa,0.17148332297801971,0
88,Alabama,Iowa State,0.5250198841094971,1
89,Alabama,Jacksonville State,0.5630853772163391,1
90,Alabama,Kansas,0.16160975396633148,0
91,Alabama,Kentucky,0.17143958806991577,0
92,Alabama,Longwood,0.57191401720047,1
93,Alabama,Loyola Chicago,0.38013067841529846,0
94,Alabama,LSU,0.2624398469924927,0
95,Alabama,Marquette,0.34414660930633545,0
96,Alabama,Memphis,0.3033277094364166,0
97,Alabama,Miami,0.33075717091560364,0
98,Alabama,Michigan,0.36396560072898865,0
99,Alabama,Michigan State,0.44279465079307556,0
100,Alabama,Montana State,0.45989590883255005,0
101,Alabama,Murray State,0.4036380648612976,0
102,Alabama,New Mexico State,0.49843457341194153,0
103,Alabama,Norfolk State,0.5875142216682434,1
104,Alabama,North Carolina,0.24031352996826172,0
105,Alabama,Notre Dame,0.2993667721748352,0
106,Alabama,Ohio State,0.2817160189151764,0
107,Alabama,Providence,0.24431926012039185,0
